epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
372,9753.47,0.4183,0.2439,0.86793,0.97354,0.98541,0.98865,0.92137,0.4014,0.21809,0.81872,0.00081775,0.00081775,0.00081775
373,9779.54,0.41828,0.24108,0.86846,0.97351,0.98542,0.98866,0.92154,0.4014,0.21831,0.81873,0.000793,0.000793,0.000793
374,9805.75,0.41862,0.24271,0.86616,0.97354,0.98542,0.98867,0.92181,0.40167,0.21838,0.81882,0.00076825,0.00076825,0.00076825
375,9831.73,0.41774,0.24313,0.86865,0.9736,0.98542,0.98869,0.92151,0.402,0.21858,0.81884,0.0007435,0.0007435,0.0007435
376,9857.85,0.41981,0.24333,0.86668,0.97357,0.98542,0.98856,0.92111,0.40228,0.21868,0.81894,0.00071875,0.00071875,0.00071875
377,9883.99,0.4196,0.2433,0.86906,0.97364,0.98542,0.98849,0.92068,0.40289,0.21901,0.8191,0.000694,0.000694,0.000694
378,9910.09,0.41711,0.24202,0.86721,0.97363,0.98542,0.98845,0.92052,0.40327,0.21916,0.81915,0.00066925,0.00066925,0.00066925
379,9936.23,0.4158,0.24089,0.8648,0.97363,0.98543,0.98862,0.9206,0.40339,0.21934,0.81887,0.0006445,0.0006445,0.0006445
380,9962.3,0.41339,0.24131,0.86342,0.97365,0.98544,0.98857,0.92036,0.40372,0.21922,0.81898,0.00061975,0.00061975,0.00061975
381,9988.34,0.41622,0.24137,0.86527,0.97369,0.98544,0.98862,0.92054,0.40449,0.21929,0.81926,0.000595,0.000595,0.000595
382,10014.6,0.41274,0.24072,0.86491,0.97292,0.98477,0.98819,0.92033,0.40454,0.21968,0.81899,0.00057025,0.00057025,0.00057025
383,10040.6,0.42073,0.24336,0.86709,0.9729,0.98478,0.98806,0.9194,0.40518,0.21991,0.81915,0.0005455,0.0005455,0.0005455
384,10066.7,0.41905,0.24178,0.869,0.97376,0.9853,0.9885,0.91954,0.40608,0.21988,0.81954,0.00052075,0.00052075,0.00052075
385,10092.7,0.41164,0.24064,0.86533,0.97382,0.98529,0.98843,0.91937,0.40623,0.22021,0.81926,0.000496,0.000496,0.000496
386,10118.7,0.41661,0.24215,0.86652,0.97386,0.9852,0.98841,0.91924,0.40678,0.22014,0.81945,0.00047125,0.00047125,0.00047125
387,10144.7,0.41374,0.24055,0.86465,0.9738,0.98526,0.98849,0.9194,0.40701,0.22025,0.81948,0.0004465,0.0004465,0.0004465
388,10170.8,0.41425,0.24025,0.86685,0.97384,0.98533,0.98849,0.91864,0.40726,0.22041,0.8195,0.00042175,0.00042175,0.00042175
389,10197,0.4147,0.24013,0.86695,0.97389,0.98515,0.98841,0.91852,0.40743,0.22044,0.81956,0.000397,0.000397,0.000397
390,10223,0.40997,0.23735,0.86562,0.9739,0.98527,0.9883,0.91845,0.40781,0.22078,0.81966,0.00037225,0.00037225,0.00037225
391,10274.1,0.38522,0.21019,0.86305,0.97327,0.98551,0.98843,0.91889,0.40833,0.22065,0.81976,0.0003475,0.0003475,0.0003475
392,10299,0.37031,0.20419,0.85939,0.97403,0.98516,0.98841,0.91808,0.40889,0.22121,0.81986,0.00032275,0.00032275,0.00032275
393,10323.9,0.3692,0.20364,0.85596,0.97409,0.98506,0.98841,0.91776,0.40939,0.22137,0.82001,0.000298,0.000298,0.000298
394,10348.8,0.36705,0.20289,0.85699,0.97419,0.98506,0.98835,0.91765,0.4101,0.22144,0.8202,0.00027325,0.00027325,0.00027325
395,10373.7,0.36731,0.20257,0.85895,0.97429,0.98504,0.98828,0.91737,0.41074,0.22156,0.8203,0.0002485,0.0002485,0.0002485
396,10398.5,0.36338,0.20038,0.85778,0.97369,0.98554,0.98831,0.9172,0.41124,0.22183,0.8204,0.00022375,0.00022375,0.00022375
397,10423.3,0.36453,0.20144,0.85926,0.97291,0.98557,0.9884,0.91694,0.41175,0.22203,0.82044,0.000199,0.000199,0.000199
398,10448.2,0.36403,0.20126,0.85602,0.9738,0.98553,0.98836,0.917,0.41237,0.22196,0.82065,0.00017425,0.00017425,0.00017425
399,10473.1,0.36112,0.20015,0.85654,0.97388,0.98547,0.98841,0.91671,0.41278,0.22233,0.82061,0.0001495,0.0001495,0.0001495
400,10498.1,0.35949,0.19958,0.85412,0.97313,0.98558,0.98833,0.91645,0.41322,0.22245,0.82079,0.00012475,0.00012475,0.00012475
